"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","Ontology","Direction","GeneRatio","p.adjust","Count"
"Steroid hormone biosynthesis","12/61",0.000127102158898065,0.00104859281090904,0,0,4.14236206612025,37.1591392514762,"UGT2B10;UGT1A1;SULT1E1;SRD5A2;SRD5A1;AKR1D1;CYP1A2;UGT2A1;CYP2E1;HSD17B6;CYP3A4;UGT2B7","KEGG","Down",0.19672131147541,0.00104859281090904,12
"Linoleic acid metabolism","8/29",0.000145178921606956,0.00116535512749368,0,0,6.43014878287931,56.8267204425,"CYP2J2;CYP2C9;CYP2C8;CYP1A2;PLAAT3;CYP2E1;CYP2C19;CYP3A4","KEGG","Down",0.275862068965517,0.00116535512749368,8
"Primary bile acid biosynthesis","6/17",0.000226059146519257,0.00176683069779524,0,0,9.19522300755545,77.1912662357718,"CYP39A1;ACOX2;SCP2;AKR1D1;CYP8B1;SLC27A5","KEGG","Down",0.352941176470588,0.00176683069779524,6
"Cholesterol metabolism","10/50",0.000398576417081372,0.0030353127146966,0,0,4.22309417040359,33.0567397180843,"CETP;LIPC;APOH;LIPG;ANGPTL3;APOA1;LCAT;APOC3;LPA;LDLR","KEGG","Down",0.2,0.0030353127146966,10
"Neuroactive ligand-receptor interaction","35/341",0.000447664476777288,0.00332390874007136,0,0,1.94853690711759,15.0260771649078,"CHRM2;VIPR1;PTGER2;C5AR1;FPR1;ADM;ADRB1;GPR83;OXT;PLG;FPR2;PTH1R;ADRB2;ADRA1B;RXFP1;ADRA1A;GHR;EDNRB;TBXA2R;NPBWR1;GRM8;PTGDR;GABRP;P2RY13;PTGIR;NPY5R;GCGR;GLP2R;NPY1R;AVPR1A;ADRA2B;GABRG1;P2RX3;AGTR1;NMUR1","KEGG","Down",0.102639296187683,0.00332390874007136,35
"Porphyrin and chlorophyll metabolism","9/43",0.000543155771836188,0.00393456742037433,0,0,4.46892789373814,33.5979111797187,"UGT2B10;ALAS2;ALAS1;UGT1A1;HMOX1;UGT2A1;CP;FXN;UGT2B7","KEGG","Down",0.209302325581395,0.00393456742037433,9
"B cell receptor signaling pathway","13/81",0.000557228145133093,0.0039403990262983,0,0,3.23332363520948,24.2257931079303,"MAP2K1;JUN;CD81;PRKCB;LILRB1;FOS;LILRA1;LILRA2;LILRA4;LILRB5;LILRA5;BLNK;FCGR2B","KEGG","Down",0.160493827160494,0.0039403990262983,13
"Starch and sucrose metabolism","8/36",0.000720824179545467,0.00497871584476753,0,0,4.82082107686405,34.8791963645797,"GYS2;HK3;UGP2;TREH;AGL;GBA3;G6PC1;PGM1","KEGG","Down",0.222222222222222,0.00497871584476753,8
"TGF-beta signaling pathway","14/94",0.000753187693300464,0.00508401692977813,0,0,2.96050855085509,21.2895975465051,"AMHR2;INHBA;GDF6;THBS1;INHBC;DCN;BMP5;GREM2;ACVR1C;MYC;ID2;ID1;BMPR1B;HAMP","KEGG","Down",0.148936170212766,0.00508401692977813,14
"Pantothenate and CoA biosynthesis","6/21",0.000816437896031025,0.00538849011380476,0,0,6.74173369079535,47.9374999549294,"VNN1;ALDH1B1;ALDH2;PANK1;DPYS;DPYD","KEGG","Down",0.285714285714286,0.00538849011380476,6
"Insulin resistance","15/108",0.00104196292020835,0.00672745624569305,0,0,2.72914850334205,18.7401046270784,"PRKCB;SLC2A2;ACACB;G6PC1;FOXO1;GYS2;SOCS3;RPS6KA6;IL6;PPP1R3B;PCK1;SLC27A2;PPARGC1A;SLC27A5;PCK2","KEGG","Down",0.138888888888889,0.00672745624569305,15
"Ascorbate and aldarate metabolism","7/30",0.00113625353214416,0.00718015529886844,0,0,5.13199035544839,34.7949911112693,"UGT2B10;ALDH1B1;ALDH2;UGT1A1;RGN;UGT2A1;UGT2B7","KEGG","Down",0.233333333333333,0.00718015529886844,7
"MAPK signaling pathway","30/294",0.00121384729871655,0.00751068016080867,0,0,1.93140307181403,12.9673636978182,"CSF1R;FLT3;IL1RAP;RASGRP4;RPS6KA6;DUSP10;MYC;NTF3;CD14;FGF23;MAP2K3;NGFR;DUSP5;PDGFRA;JUN;DUSP2;MAP2K1;GADD45B;PRKCB;DUSP1;HGF;IGF1;FOS;DUSP6;GADD45G;NR4A1;IL1B;TEK;MYD88;EPHA2","KEGG","Down",0.102040816326531,0.00751068016080867,30
"Proximal tubule bicarbonate reclamation","6/23",0.00137892100878741,0.00835794978795633,0,0,5.94795773537297,39.1759497998612,"GLUD1;GLS2;CA2;PCK1;SLC4A4;PCK2","KEGG","Down",0.260869565217391,0.00835794978795633,6
"Amoebiasis","14/102",0.00169494244679133,0.00987054719013774,0,0,2.69022584076589,17.163927355441,"IL10;PRKCB;ARG1;SERPINB9;CD1D;C8B;C8A;CXCL2;GNA14;IL6;C9;IL1B;CD14;TLR4","KEGG","Down",0.137254901960784,0.00987054719013774,14
